Date,High,Low,Open,Close,Volume,Adj Close
2019-06-10,159.67999267578125,156.86000061035156,158.27000427246094,159.02000427246094,412000,159.02000427246094
2019-06-11,159.49000549316406,155.89999389648438,159.47000122070312,157.11000061035156,319000,157.11000061035156
2019-06-12,158.16000366210938,156.97000122070312,157.63999938964844,157.27999877929688,185000,157.27999877929688
2019-06-13,158.9199981689453,157.22999572753906,158.0,158.60000610351562,169600,158.60000610351562
2019-06-14,159.2899932861328,157.4199981689453,158.72000122070312,158.5800018310547,240900,158.5800018310547
2019-06-17,160.0500030517578,158.63999938964844,159.0500030517578,159.02999877929688,170800,159.02999877929688
2019-06-18,161.0,159.19000244140625,160.00999450683594,159.42999267578125,349500,159.42999267578125
2019-06-19,160.77000427246094,158.3699951171875,159.35000610351562,160.38999938964844,221700,160.38999938964844
2019-06-20,162.39999389648438,160.22000122070312,161.4199981689453,160.4199981689453,288400,160.4199981689453
2019-06-21,161.5800018310547,158.6300048828125,160.19000244140625,161.47000122070312,791600,161.47000122070312
2019-06-24,162.66000366210938,160.8699951171875,161.6300048828125,161.83999633789062,251200,161.83999633789062
2019-06-25,162.7899932861328,160.3699951171875,161.94000244140625,160.99000549316406,338600,160.99000549316406
2019-06-26,161.72000122070312,158.11000061035156,161.3800048828125,158.13999938964844,394800,158.13999938964844
2019-06-27,159.77999877929688,157.24000549316406,158.92999267578125,158.97000122070312,377600,158.97000122070312
2019-06-28,161.1699981689453,159.10000610351562,159.44000244140625,160.94000244140625,727500,160.94000244140625
2019-07-01,163.66000366210938,161.5399932861328,162.7899932861328,163.64999389648438,269400,163.64999389648438
2019-07-02,165.13999938964844,163.00999450683594,163.22000122070312,165.07000732421875,291000,165.07000732421875
2019-07-03,168.02999877929688,164.66000366210938,165.75,167.83999633789062,281800,167.83999633789062
2019-07-05,168.97000122070312,165.8699951171875,167.08999633789062,168.97000122070312,227100,168.97000122070312
2019-07-08,168.60000610351562,166.86000061035156,168.60000610351562,167.13999938964844,349900,167.13999938964844
2019-07-09,168.02999877929688,165.9600067138672,166.27999877929688,167.5800018310547,321400,167.5800018310547
2019-07-10,169.05999755859375,168.10000610351562,168.30999755859375,168.36000061035156,214100,168.36000061035156
2019-07-11,169.91000366210938,168.17999267578125,168.8800048828125,169.5,223900,169.5
2019-07-12,170.5,168.85000610351562,170.13999938964844,170.24000549316406,167100,170.24000549316406
2019-07-15,171.36000061035156,169.4600067138672,170.47000122070312,170.8699951171875,242200,170.8699951171875
2019-07-16,171.1199951171875,168.8699951171875,171.0399932861328,169.02000427246094,274200,169.02000427246094
2019-07-17,170.64999389648438,168.25,169.47999572753906,168.4199981689453,229200,168.4199981689453
2019-07-18,169.02000427246094,167.38999938964844,167.99000549316406,168.5500030517578,351300,168.5500030517578
2019-07-19,169.9199981689453,165.7100067138672,169.8800048828125,165.7899932861328,301300,165.7899932861328
2019-07-22,168.5,166.1999969482422,166.1999969482422,167.72000122070312,349300,167.72000122070312
2019-07-23,169.44000244140625,167.50999450683594,169.0,169.35000610351562,288900,169.35000610351562
2019-07-24,169.66000366210938,167.52999877929688,169.14999389648438,168.97999572753906,218600,168.97999572753906
2019-07-25,168.8800048828125,167.5399932861328,168.5399932861328,168.13999938964844,284800,168.13999938964844
2019-07-26,171.44000244140625,168.4499969482422,168.97000122070312,171.0399932861328,332300,171.0399932861328
2019-07-29,171.77999877929688,169.6199951171875,171.25,170.72999572753906,432500,170.72999572753906
2019-07-30,149.19000244140625,136.16000366210938,148.3699951171875,138.25999450683594,2994200,138.25999450683594
2019-07-31,144.19000244140625,138.47999572753906,138.5,139.3300018310547,1282000,139.3300018310547
2019-08-01,140.33999633789062,135.64999389648438,140.0,137.41000366210938,790800,137.41000366210938
2019-08-02,136.97999572753906,134.5,136.91000366210938,135.11000061035156,570300,135.11000061035156
2019-08-05,133.3000030517578,127.58000183105469,133.0,128.02000427246094,903000,128.02000427246094
2019-08-06,129.6300048828125,125.8499984741211,128.8800048828125,128.44000244140625,1038100,128.44000244140625
2019-08-07,130.3800048828125,125.86000061035156,127.55999755859375,129.33999633789062,606100,129.33999633789062
2019-08-08,133.49000549316406,130.2899932861328,130.55999755859375,132.47000122070312,542800,132.47000122070312
2019-08-09,133.11000061035156,129.9199981689453,131.88999938964844,130.5800018310547,328800,130.5800018310547
2019-08-12,129.8000030517578,127.5999984741211,129.6999969482422,128.50999450683594,327300,128.50999450683594
2019-08-13,131.35000610351562,127.69000244140625,127.80000305175781,128.55999755859375,809200,128.55999755859375
2019-08-14,129.52000427246094,126.83999633789062,127.3499984741211,127.0,514300,127.0
2019-08-15,128.05999755859375,124.7699966430664,127.48999786376953,126.48999786376953,410300,126.48999786376953
2019-08-16,129.69000244140625,124.7699966430664,127.73999786376953,129.2899932861328,426300,129.2899932861328
2019-08-19,131.6999969482422,129.9199981689453,131.00999450683594,131.2100067138672,454500,131.2100067138672
2019-08-20,132.6300048828125,130.52999877929688,131.3699951171875,132.07000732421875,583300,132.07000732421875
2019-08-21,133.9600067138672,132.1999969482422,132.9600067138672,132.66000366210938,298800,132.66000366210938
2019-08-22,133.4199981689453,130.8300018310547,133.4199981689453,132.5800018310547,374700,132.5800018310547
2019-08-23,132.88999938964844,129.00999450683594,132.08999633789062,129.42999267578125,479100,129.42999267578125
2019-08-26,130.74000549316406,128.36000061035156,130.44000244140625,129.22999572753906,374600,129.22999572753906
2019-08-27,131.3699951171875,129.5,130.4199981689453,130.52999877929688,379300,130.52999877929688
2019-08-28,131.1699981689453,128.8800048828125,129.55999755859375,130.72000122070312,247200,130.72000122070312
2019-08-29,132.9499969482422,131.5500030517578,132.08999633789062,131.97999572753906,396300,131.97999572753906
2019-08-30,134.17999267578125,132.64999389648438,133.0800018310547,133.6699981689453,426500,133.6699981689453
2019-09-03,133.72999572753906,131.5800018310547,132.72999572753906,132.4600067138672,320800,132.4600067138672
2019-09-04,135.02000427246094,133.19000244140625,133.92999267578125,134.97999572753906,254800,134.97999572753906
2019-09-05,137.7100067138672,135.9600067138672,136.47999572753906,136.8000030517578,291200,136.8000030517578
2019-09-06,138.07000732421875,136.58999633789062,137.14999389648438,137.19000244140625,241600,137.19000244140625
2019-09-09,138.22999572753906,136.22000122070312,138.22000122070312,136.9199981689453,601600,136.9199981689453
2019-09-10,136.57000732421875,133.7899932861328,136.1300048828125,134.63999938964844,493700,134.63999938964844
2019-09-11,136.80999755859375,132.91000366210938,134.05999755859375,136.77000427246094,299300,136.77000427246094
2019-09-12,139.24000549316406,137.32000732421875,137.97000122070312,137.3300018310547,438600,137.3300018310547
2019-09-13,138.44000244140625,136.69000244140625,137.49000549316406,137.10000610351562,404300,137.10000610351562
