Date,High,Low,Open,Close,Volume,Adj Close
2019-06-10,43.84000015258789,43.20000076293945,43.2400016784668,43.290000915527344,8693100.0,42.955013275146484
2019-06-11,44.18000030517578,43.40999984741211,43.77000045776367,43.66999816894531,10654600.0,43.332069396972656
2019-06-12,43.439998626708984,42.540000915527344,43.439998626708984,42.619998931884766,8073800.0,42.29019546508789
2019-06-13,43.220001220703125,42.540000915527344,42.68000030517578,42.95000076293945,7530900.0,42.617645263671875
2019-06-14,43.220001220703125,42.5099983215332,43.189998626708984,42.81999969482422,7102600.0,42.4886474609375
2019-06-17,43.08000183105469,42.439998626708984,42.72999954223633,42.5099983215332,5658700.0,42.18104553222656
2019-06-18,43.810001373291016,42.439998626708984,42.56999969482422,43.34000015258789,10094500.0,43.00462341308594
2019-06-19,43.90999984741211,43.11000061035156,43.70000076293945,43.13999938964844,8034300.0,42.80617141723633
2019-06-20,43.95000076293945,42.9900016784668,43.599998474121094,43.459999084472656,9922800.0,43.123695373535156
2019-06-21,44.16999816894531,43.439998626708984,43.58000183105469,43.58000183105469,18450800.0,43.24277114868164
2019-06-24,43.900001525878906,42.9900016784668,43.5,43.06999969482422,8141400.0,42.73671340942383
2019-06-25,43.0,42.2400016784668,42.970001220703125,42.65999984741211,10232900.0,42.32988739013672
2019-06-26,43.290000915527344,42.75,42.779998779296875,42.9900016784668,7826400.0,42.65733337402344
2019-06-27,43.650001525878906,43.08000183105469,43.29999923706055,43.4900016784668,7459800.0,43.153465270996094
2019-06-28,44.56999969482422,43.7400016784668,44.20000076293945,43.810001373291016,15445600.0,43.47098922729492
2019-07-01,45.060001373291016,43.52000045776367,44.59000015258789,43.95000076293945,12197700.0,43.60990524291992
2019-07-02,43.93000030517578,43.400001525878906,43.70000076293945,43.83000183105469,8234800.0,43.4908332824707
2019-07-03,44.150001525878906,43.81999969482422,43.95000076293945,43.9900016784668,4470800.0,43.64959716796875
2019-07-05,44.81999969482422,44.06999969482422,44.4900016784668,44.209999084472656,6276000.0,43.86789321899414
2019-07-08,43.959999084472656,43.290000915527344,43.59000015258789,43.4900016784668,7060200.0,43.153465270996094
2019-07-09,43.869998931884766,43.02000045776367,43.08000183105469,43.779998779296875,5941900.0,43.441219329833984
2019-07-10,43.97999954223633,43.2400016784668,43.7599983215332,43.310001373291016,5311000.0,42.974857330322266
2019-07-11,44.33000183105469,43.380001068115234,43.4900016784668,44.18000030517578,8799200.0,43.8381233215332
2019-07-12,44.900001525878906,44.380001068115234,44.54999923706055,44.869998931884766,9565700.0,44.52278518676758
2019-07-15,45.0099983215332,44.290000915527344,45.0099983215332,44.43000030517578,7870700.0,44.08618927001953
2019-07-16,45.060001373291016,44.27000045776367,44.79999923706055,44.43000030517578,10170900.0,44.08618927001953
2019-07-17,44.31999969482422,43.65999984741211,44.2599983215332,43.77000045776367,9131800.0,43.431297302246094
2019-07-18,44.52000045776367,43.5099983215332,43.66999816894531,44.43000030517578,11185800.0,44.08618927001953
2019-07-19,44.709999084472656,44.33000183105469,44.349998474121094,44.38999938964844,10083600.0,44.0464973449707
2019-07-22,44.599998474121094,43.939998626708984,44.220001220703125,44.5,7091800.0,44.15564727783203
2019-07-23,45.290000915527344,44.77000045776367,44.77000045776367,45.099998474121094,9859600.0,44.75100326538086
2019-07-24,45.709999084472656,44.86000061035156,44.88999938964844,45.5,8092200.0,45.147911071777344
2019-07-25,45.56999969482422,44.599998474121094,45.5,44.869998931884766,8733800.0,44.52278518676758
2019-07-26,45.77000045776367,44.90999984741211,44.9900016784668,45.7400016784668,8321000.0,45.38605499267578
2019-07-29,45.72999954223633,45.06999969482422,45.63999938964844,45.22999954223633,8667000.0,44.880001068115234
2019-07-30,44.849998474121094,44.16999816894531,44.61000061035156,44.66999816894531,7339100.0,44.66999816894531
2019-07-31,44.9900016784668,44.279998779296875,44.70000076293945,44.560001373291016,8317100.0,44.560001373291016
2019-08-01,44.7400016784668,42.689998626708984,44.41999816894531,42.93000030517578,12963900.0,42.93000030517578
2019-08-02,42.75,41.2400016784668,42.72999954223633,42.119998931884766,16089900.0,42.119998931884766
2019-08-05,41.0,39.939998626708984,40.93000030517578,40.4900016784668,15311100.0,40.4900016784668
2019-08-06,41.33000183105469,40.470001220703125,40.95000076293945,41.220001220703125,10481200.0,41.220001220703125
2019-08-07,40.65999984741211,39.470001220703125,40.27000045776367,40.560001373291016,14108500.0,40.560001373291016
2019-08-08,41.459999084472656,40.63999938964844,41.0099983215332,41.27000045776367,9884400.0,41.27000045776367
2019-08-09,41.81999969482422,40.650001525878906,40.9900016784668,41.5,11011400.0,41.5
2019-08-12,40.900001525878906,40.15999984741211,40.77000045776367,40.36000061035156,8775000.0,40.36000061035156
2019-08-13,41.33000183105469,40.08000183105469,40.38999938964844,40.689998626708984,10896700.0,40.689998626708984
2019-08-14,39.56999969482422,38.84000015258789,39.56999969482422,39.33000183105469,17133400.0,39.33000183105469
2019-08-15,39.59000015258789,38.7599983215332,39.43000030517578,39.099998474121094,10818600.0,39.099998474121094
2019-08-16,40.189998626708984,39.41999816894531,39.529998779296875,39.939998626708984,9742800.0,39.939998626708984
2019-08-19,40.83000183105469,40.22999954223633,40.7400016784668,40.369998931884766,7803000.0,40.369998931884766
2019-08-20,40.290000915527344,39.83000183105469,40.040000915527344,39.900001525878906,11350000.0,39.900001525878906
2019-08-21,40.529998779296875,39.83000183105469,40.47999954223633,39.939998626708984,9876100.0,39.939998626708984
2019-08-22,40.41999816894531,39.91999816894531,40.36000061035156,40.27000045776367,8126000.0,40.27000045776367
2019-08-23,40.400001525878906,39.11000061035156,40.04999923706055,39.33000183105469,12310800.0,39.33000183105469
2019-08-26,40.27000045776367,39.70000076293945,39.84000015258789,40.15999984741211,10408600.0,40.15999984741211
2019-08-27,40.34000015258789,39.45000076293945,40.25,39.790000915527344,8742900.0,39.790000915527344
2019-08-28,40.70000076293945,39.349998474121094,39.400001525878906,40.380001068115234,9881900.0,40.380001068115234
2019-08-29,41.5,40.869998931884766,40.88999938964844,41.290000915527344,12191900.0,41.290000915527344
2019-08-30,41.869998931884766,41.29999923706055,41.68000030517578,41.4900016784668,7427000.0,41.4900016784668
