Date,High,Low,Open,Close,Volume,Adj Close
2019-06-10,158.47999572753906,156.3300018310547,157.8699951171875,156.5500030517578,1465300,156.5500030517578
2019-06-11,158.3800048828125,156.05999755859375,156.89999389648438,156.36000061035156,1263300,156.36000061035156
2019-06-12,156.42999267578125,154.60000610351562,155.8000030517578,156.07000732421875,1242000,156.07000732421875
2019-06-13,158.1999969482422,155.52000427246094,156.50999450683594,158.11000061035156,952000,158.11000061035156
2019-06-14,159.91000366210938,156.69000244140625,158.33999633789062,158.41000366210938,1473600,158.41000366210938
2019-06-17,159.6699981689453,158.02999877929688,158.4600067138672,159.11000061035156,979000,159.11000061035156
2019-06-18,161.07000732421875,158.6999969482422,160.0,159.83999633789062,1561800,159.83999633789062
2019-06-19,161.6999969482422,157.97000122070312,160.0,160.1999969482422,2386500,160.1999969482422
2019-06-20,160.82000732421875,158.75999450683594,160.6199951171875,159.75,1546400,159.75
2019-06-21,162.61000061035156,158.6199951171875,160.27999877929688,161.14999389648438,3055000,161.14999389648438
2019-06-24,161.0,159.00999450683594,161.0,160.4600067138672,1404400,160.4600067138672
2019-06-25,160.82000732421875,158.83999633789062,159.55999755859375,160.0800018310547,1245800,160.0800018310547
2019-06-26,160.63999938964844,156.3699951171875,160.25,156.91000366210938,1530400,156.91000366210938
2019-06-27,158.7100067138672,156.36000061035156,157.27999877929688,157.88999938964844,1362300,157.88999938964844
2019-06-28,159.13999938964844,156.50999450683594,158.0500030517578,157.5500030517578,3249500,157.5500030517578
2019-07-01,159.83999633789062,157.91000366210938,158.9199981689453,158.75,1715000,158.75
2019-07-02,161.83999633789062,157.32000732421875,158.9199981689453,161.80999755859375,1738000,161.80999755859375
2019-07-03,165.94000244140625,162.0,162.32000732421875,164.8300018310547,1159500,164.8300018310547
2019-07-05,165.1999969482422,162.83999633789062,164.02000427246094,163.44000244140625,862800,163.44000244140625
2019-07-08,163.4499969482422,160.16000366210938,163.25,161.72999572753906,1202300,161.72999572753906
2019-07-09,161.32000732421875,159.4499969482422,160.19000244140625,159.72999572753906,1007100,159.72999572753906
2019-07-10,161.2899932861328,159.3000030517578,159.92999267578125,160.50999450683594,948600,160.50999450683594
2019-07-11,185.77000427246094,173.0,179.52999877929688,175.33999633789062,10064800,175.33999633789062
2019-07-12,179.6999969482422,174.25,174.89999389648438,179.2100067138672,3821800,179.2100067138672
2019-07-15,179.82000732421875,176.36000061035156,179.0500030517578,177.02999877929688,1806300,177.02999877929688
2019-07-16,182.1199951171875,176.66000366210938,177.5399932861328,179.9600067138672,3057700,179.9600067138672
2019-07-17,181.85000610351562,178.05999755859375,178.41000366210938,178.47999572753906,1529700,178.47999572753906
2019-07-18,179.32000732421875,174.3000030517578,177.7899932861328,176.94000244140625,1719600,176.94000244140625
2019-07-19,177.60000610351562,173.47999572753906,177.60000610351562,173.69000244140625,1120800,173.69000244140625
2019-07-22,173.77999877929688,170.4600067138672,173.77999877929688,170.61000061035156,1687000,170.61000061035156
2019-07-23,172.9600067138672,168.66000366210938,170.47999572753906,172.10000610351562,1642800,172.10000610351562
2019-07-24,171.5399932861328,165.50999450683594,170.89999389648438,171.27999877929688,1817100,171.27999877929688
2019-07-25,170.88999938964844,166.10000610351562,170.72000122070312,166.5500030517578,2040700,166.5500030517578
2019-07-26,167.6300048828125,165.94000244140625,167.4199981689453,167.3000030517578,1801700,167.3000030517578
2019-07-29,172.49000549316406,166.77999877929688,166.77999877929688,172.24000549316406,1563400,172.24000549316406
2019-07-30,172.44000244140625,169.17999267578125,170.57000732421875,172.25,878900,172.25
2019-07-31,173.66000366210938,169.27000427246094,173.5399932861328,169.9199981689453,2017300,169.9199981689453
2019-08-01,173.00999450683594,165.0500030517578,170.0399932861328,167.55999755859375,3175900,167.55999755859375
2019-08-02,169.14999389648438,162.33999633789062,167.8699951171875,164.5800018310547,1905900,164.5800018310547
2019-08-05,163.27999877929688,157.1300048828125,162.36000061035156,159.0,2570500,159.0
2019-08-06,164.42999267578125,159.58999633789062,163.0,163.72000122070312,3088100,163.72000122070312
2019-08-07,166.8300018310547,160.3800048828125,161.57000732421875,166.47999572753906,1806300,166.47999572753906
2019-08-08,167.99000549316406,164.8800048828125,166.6199951171875,166.60000610351562,1590900,166.60000610351562
2019-08-09,170.83999633789062,166.32000732421875,166.50999450683594,169.89999389648438,1664900,169.89999389648438
2019-08-12,169.64999389648438,165.0399932861328,168.3800048828125,165.61000061035156,1313800,165.61000061035156
2019-08-13,170.08999633789062,165.61000061035156,165.61000061035156,169.47000122070312,1321900,169.47000122070312
2019-08-14,166.86000061035156,160.0399932861328,166.60000610351562,160.17999267578125,2839100,160.17999267578125
2019-08-15,161.2100067138672,157.1300048828125,161.02000427246094,159.6999969482422,1743200,159.6999969482422
2019-08-16,163.1699981689453,157.1300048828125,160.3300018310547,161.24000549316406,1453000,161.24000549316406
2019-08-19,164.77999877929688,162.72999572753906,163.0500030517578,162.97999572753906,1265400,162.97999572753906
2019-08-20,164.02999877929688,160.6999969482422,162.55999755859375,161.14999389648438,1250500,161.14999389648438
2019-08-21,164.0500030517578,161.57000732421875,162.64999389648438,162.33999633789062,1263600,162.33999633789062
2019-08-22,162.39999389648438,155.41000366210938,162.39999389648438,155.77999877929688,2060100,155.77999877929688
2019-08-23,157.0800018310547,152.2899932861328,155.0,153.3000030517578,2201800,153.3000030517578
2019-08-26,154.50999450683594,152.1999969482422,154.22999572753906,152.91000366210938,1529200,152.91000366210938
2019-08-27,153.5399932861328,146.22999572753906,153.19000244140625,146.27000427246094,2794300,146.27000427246094
2019-08-28,149.3800048828125,145.50999450683594,146.27999877929688,147.4499969482422,2343300,147.4499969482422
2019-08-29,152.8300018310547,148.9199981689453,149.08999633789062,152.5,2045200,152.5
2019-08-30,155.3699951171875,152.5399932861328,153.3000030517578,153.97000122070312,1553500,153.97000122070312
2019-09-03,155.3300018310547,152.1199951171875,152.82000732421875,154.99000549316406,2994000,154.99000549316406
2019-09-04,157.5800018310547,152.5399932861328,156.44000244140625,152.94000244140625,1915700,152.94000244140625
2019-09-05,154.88999938964844,150.94000244140625,154.88999938964844,151.0,2092900,151.0
2019-09-06,154.72000122070312,150.0,150.86000061035156,153.8000030517578,2031300,153.8000030517578
2019-09-09,162.58999633789062,154.64999389648438,155.1699981689453,162.16000366210938,2945400,162.16000366210938
2019-09-10,166.9600067138672,160.27000427246094,162.38999938964844,164.99000549316406,2936500,164.99000549316406
2019-09-11,165.4600067138672,160.19000244140625,164.4199981689453,161.88999938964844,2194500,161.88999938964844
2019-09-12,165.27999877929688,158.75,165.1300048828125,158.97999572753906,3362700,158.97999572753906
2019-09-13,162.99000549316406,159.5500030517578,160.10000610351562,160.85000610351562,2194900,160.85000610351562
2019-09-16,165.6199951171875,159.97999572753906,159.97999572753906,165.5,1558600,165.5
2019-09-17,165.75999450683594,160.7899932861328,164.08999633789062,161.5,1620000,161.5
